val50,val40,val30,val20,val10,val0
7.718563831022442e-05,7.717814529024087e-05,8.036361920801081e-05,7.780936748965412e-05,7.761703477733794e-05,8.217180726767265e-05
7.728816952562643e-05,7.753869556629764e-05,7.711407593638654e-05,7.520929144483516e-05,8.082537453276175e-05,8.389479872737029e-05
7.75634773989014e-05,7.704730287799956e-05,7.744407833879266e-05,7.751161123752171e-05,7.716443440866463e-05,8.493246433041436e-05
