val50,val40,val30,val20,val10,val0
2042.7832491001009,2045.2445705163013,2048.0654027077762,2046.5333638571187,2040.797326328798,2036.1167811502378
2043.5244305616177,2046.0593444062965,2042.4240216286023,2049.3098580710066,2044.8809147763945,2030.6624499144664
