val50,val40,val30,val20,val10,val0
2077.667413147269,2082.446116445567,2079.1227121785146,2083.866113071053,2079.694586135694,2069.421200324272
2081.1833841704683,2079.611523893975,2079.1231503737013,2080.262524565395,2081.280545711951,2069.437770596324
2079.9571294368684,2080.5910801615296,2082.8452166540883,2080.0350130178176,2080.992172132922,2067.400598892687
