val40,val30,val20,val10,val0
-337.3949410054522,-326.36863453676364,-323.83947669372714,-330.2203883210939,-358.9248504493847
-325.93458208913034,-328.3985887980919,-326.5128826263926,-330.0430021308982,-360.1805330892653
-327.6486982476032,-329.8732983097402,-323.7562794689137,-332.149821000375,-359.70609783705817
