val50,val40,val35,val30,val25,val20,val15,val10
248.8222790434822,246.74912136984338,246.88724794789698,249.6308891463344,248.19546612907988,245.6075571735863,246.69929843832503,221.38463982275547
251.93584599017578,252.36081882234524,247.37584563267376,249.44902497602823,250.57472155302278,252.04439481393584,245.66874025653482,221.1085484880039
250.59784864482216,245.59275342093156,251.5446399530042,248.08228502421176,249.75077085460435,250.02199523324956,242.98628994743834,231.65430343578095
