val50,val40,val35,val30,val25,val20,val15,val10
188.8007549293966,202.3592458979333,189.24471538842582,223.79907361888985,197.58325356884373,188.18316489829343,179.54438282261845,171.6818733410231
188.91837051383524,186.04331949507755,182.75131679518068,193.97095082034605,183.80568226677883,183.82992624846992,180.39002354467976,186.52438463191086
203.03952634772935,194.2010434700506,201.10141191294682,195.3476768845771,212.6795942213406,188.47914109453075,201.73869235285866,170.22984496523998
