val40,val35,val30,val25,val20,val18,val16,val14,val12
1.4825975319438265,7.077912762925434,61.301870876809296,0.953959216673969,8.248045421747722,1585.5454938692446,6.652193609281603,2.1270047314642047,10.699510086154453
14.922008868617713,0.7197385080336572,0.5231169408402319,0.4491575098379621,1126.869522753393,61359.43638680246,40821.87490681032,21.49983717186762,103.00162050452433
2.809857282940275,11.520058801356727,3.824873378829541,0.4287804810896966,1.940845260475316,0.7117203109775526,120.52680650787931,184.116405480936,8.789686854362841
0.910408222345582,7.838573460241234,2731.254580053497,1.990655921733396,24.183587752536447,5.112264185956909,131.80560535188286,5.955640739835491,1.1249656960141186
0.722507042726967,0.8846907913676629,0.4907028951223662,1.5238257448767296,3279.5387671340973,2125.089541405642,3.806798958499552,3.451012408112992,17.602897548930244
122.40185710818665,0.8180806290661258,2.7914284275686634,1.921485458715182,80.98931746823413,3.409600941665232,1.6261924202983808,32.02780357802784,48.78345791230245
0.7767147611735227,0.5152115524343893,473.4798253929805,1.7088130399302135,6.848320716929755,17.527126836874864,424.7217666748992,31.862910997278384,16.44218448170955
1.3246826722441356,0.5124832118213495,0.496941462379712,1.0612347079295414,1.0053598914275983,1.4671882123458673,4.756750523483801,5.0347267239081,16.495850016409932
1.8835288877152587,0.6167465696582914,13.86189375433857,1.531888354533695,0.4465128710762884,786.6781388828944,45.742680778550714,949689.115127458,355090.7413140846
2.0329637445393534,2.649533596765121,122448.75429850355,0.850581088093974,2.5026699084027375,4.5442538719359,4.442943192803207,11.627356936403402,15.418830134337329
