val50,val40,val35,val30,val25,val20,val15,val10
3.903334922939948e-08,3.907958406299888e-08,4.6322753630936904e-08,3.997743246875594e-08,4.386835121380406e-08,4.0825986311442454e-08,4.50529864144265e-08,4.4111601637909334e-08
3.4458114597736645e-08,5.2910329370016256e-08,4.80582933607865e-08,4.0153215730328114e-08,4.118855334683369e-08,6.474536031479744e-08,4.081043121849658e-08,4.241026351865408e-08
